Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,111.3,126.3,88.1,1878.8,716.3,60,62.5,96,42.5,47.5,89.5,8.75,13.8,63.6,0,0,0,0,0,7.5,0,0,7.5,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,1,2,50,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,21.3,48.7,56.5,86.3,737.3,134.3,27.6,30,92,17.7,20.4,86.9,2.39,3.66,65.4,0.19,0.19,0.15,0,1.78,2.58,0.99,0.28,4.18,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,7.9,12.5,20.8,60.4,167.7,51.3,7.22,9.37,77,3.67,6.08,60.4,0.51,1.52,33.3,0.13,0.35,0.23,-0.23,1.65,0.25,1.01,0.38,1.65,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,0.3,23.3,26.7,87.5,286.7,23.3,20,23.3,85.7,3.33,3.33,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,1.1,97.3,104.5,93,1594.5,499.1,42.7,44.5,95.9,51.8,53.6,96.6,2.73,6.36,42.9,0,0,0,0,0,2.73,0,0,2.73,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,2.3,25.7,32.6,78.7,372.2,64.8,16.1,17,94.9,7.39,11.3,65.4,1.74,1.74,100,0.43,0.43,0.39,0,3.91,2.17,0.43,0.43,1.74,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,8.5,34.5,40.7,84.7,518.9,130,17.6,20,88.2,13.5,14.7,92,1.65,2.71,60.9,0,0.02,0.04,-0.02,0.94,2.71,0.47,0,2.59,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,4.2,35,47.1,74.2,526.2,120.5,18.1,21.2,85.4,14.3,17.6,81.1,1.19,5.24,22.7,0,0.07,0.14,-0.07,0.95,1.43,0.24,0.24,3.1,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,11.5,27.1,35.4,76.7,446.4,154.8,13,14.9,87.1,11.9,14.9,80.1,1.65,4.35,38,0,0.01,0.01,-0.01,0.26,2.7,0.26,0.09,2.7,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,16.8,40.8,45.4,89.9,585,114.9,23.3,25.2,92.4,15.3,16,95.5,0.95,1.37,69.6,0.12,0.07,0.09,0.05,1.07,3.63,0.71,0.06,5.95,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,17.8,11.2,15.9,70.7,150.3,41.8,6.85,9.27,73.9,2.81,3.65,76.9,0.56,0.9,62.5,0.17,0.15,0.06,0.02,0.67,1.24,0.51,0,2.08,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,11.5,35.1,41.8,84,554.2,154.9,18.7,19.8,94.3,13,15.7,83.3,2.17,4,54.3,0.09,0.1,0.1,-0.01,0.96,2.78,0.87,0,3.74,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,2.7,20,29.3,68.4,314.8,90.4,9.63,14.4,66.7,7.04,9.63,73.1,1.85,2.59,71.4,0,0.15,0.11,-0.15,2.59,0.74,1.48,0.74,1.48,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,19.4,26.1,35.1,74.3,444.9,129.7,12.6,15.9,79.2,10,13.1,76.1,2.73,3.71,73.6,0.05,0.05,0.06,0,0.67,2.68,0.36,0.05,2.94,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,14.3,46.4,54.1,85.9,693.8,194.3,25.6,28,91.5,18,20.8,86.5,1.47,2.24,65.6,0,0.02,0.04,-0.02,0.49,4.27,0.77,0.14,4.34,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,8.6,55.7,64.7,86.2,786.4,211.7,33.3,35.1,94.7,18.7,21.7,86.1,1.51,3.02,50,0.12,0.14,0.09,-0.02,0.81,4.88,1.05,0.58,5.23,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,50.5,56,90.2,1160.5,778,10.5,10.5,100,31.5,32.5,96.9,8.5,13,65.4,0,0,0,0,0,0,0,0,0,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-025,1994,8.9,65.1,70,92.9,1110.4,326.2,26.1,28,93.2,35.4,37.3,94.9,2.25,2.81,80,0,0.01,0.02,-0.01,0.22,4.49,0.56,0,4.83,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-075,1994,3.2,29.4,38.1,77,368.8,72.5,20.3,23.4,86.7,7.19,10,71.9,0.63,0.94,66.7,0.31,0.06,0.06,0.25,1.25,0.63,1.56,0,4.38,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-225,1996,1.5,24,30,80,351.3,39.3,10.7,12.7,84.2,11.3,12.7,89.5,0,0.67,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-064,2000,6,25.3,37.3,67.9,696,540.8,7.83,7.83,100,7.67,7.83,97.9,9.67,21.5,45,0,0,0,0,0,0.33,0,0,0.17,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-269,1994,6.1,60.2,66.1,91.1,1046.2,262.5,27.7,29.3,94.4,26.4,28.5,92.5,5.08,6.56,77.5,0,0.02,0.03,-0.02,0.33,6.89,0,0,3.44,Matches
468,Jorgen Strand Larsen,no NOR,FW,Wolves,25-015,2000,20.4,8.92,14.4,61.9,117.3,22.1,5.49,8.09,67.9,2.11,3.48,60.6,0.49,0.64,76.9,0.1,0.08,0.03,0.02,0.69,0.54,0.15,0.05,0.88,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-238,2000,13.5,43.4,54,80.4,695.6,210.3,22.5,25.4,88.6,17.5,21.1,82.8,2.52,4.81,52.3,0.07,0.16,0.14,-0.09,1.26,3.11,1.56,0.67,4.37,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-006,2002,4.3,23.7,30,79.1,351.6,47.7,14.9,16.5,90.1,7.21,8.84,81.6,1.4,2.33,60,0,0,0.05,0,0.47,0.7,0.93,0.47,1.4,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-114,2001,8.7,22.3,29.2,76.4,331.1,73.6,14.4,17,84.5,6.32,7.13,88.7,1.26,2.53,50,0.11,0.2,0.2,-0.08,1.95,1.49,1.38,0.57,2.07,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-150,1995,10.9,13.1,17.7,74.1,218.5,64.4,6.15,7.06,87,4.86,5.78,84.1,1.38,2.66,51.7,0,0.02,0.05,-0.02,0.37,0.92,0.37,0.09,1.65,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-119,2000,19.2,41.8,49.5,84.5,657.3,132.2,22.7,25.4,89.1,13.4,15.1,89.3,3.75,5.16,72.7,0.1,0.22,0.21,-0.12,1.88,3.18,1.3,0.21,4.79,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-156,1995,0.1,70,70,100,840,110,50,50,100,20,20,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-094,1992,24.9,32.1,39.6,81.1,685.3,261,10.3,12.2,84.5,16.1,17.5,92,5.46,8.51,64.2,0.04,0.09,0.08,-0.05,0.52,2.61,0.4,0,2.33,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-336,1999,13.3,29.1,40.5,71.8,492.8,152.6,14.1,16.1,87.4,12.2,15.9,76.8,2.41,6.02,40,0.38,0.2,0.17,0.18,2.33,3.46,1.65,0.53,5.71,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-156,1993,3,51.3,59,87,897,230.3,21,22.3,94,25.7,28.7,89.5,4,5.67,70.6,0,0.03,0.03,-0.03,0.33,2.67,0.67,0.33,2.67,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-243,1998,4.7,43.8,52.6,83.4,773.2,237.7,20.4,22.8,89.7,18.9,22.1,85.6,3.62,5.74,63,0,0.11,0.15,-0.11,1.06,4.68,1.49,0,6.81,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-300,2005,1,16,23,69.6,212,27,12,15,80,4,7,57.1,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-135,1995,14,41.1,50.4,81.6,657.9,216.6,21.6,23.6,91.5,14.9,18.6,80,3.29,5.14,63.9,0.14,0.05,0.04,0.09,0.36,3.79,0.43,0.29,3,Matches
481,Thiago,br BRA,FW,Brentford,23-240,2001,1.5,18.7,26,71.8,285.3,37.3,9.33,13.3,70,6,8,75,2,2.67,75,0,0.07,0,-0.07,1.33,0.67,0.67,0,1.33,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-256,2001,2,42.5,54.5,78,630.5,203.5,23.5,24.5,95.9,16.5,21.5,76.7,2,6.5,30.8,0,0.05,0.05,-0.05,0.5,3.5,0.5,0,3.5,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-290,1997,24.7,50.1,61.2,81.9,851.7,297.2,23.3,26,89.7,22.1,25.3,87.5,3.93,7.65,51.3,0.16,0.19,0.19,-0.03,1.86,6.84,1.13,0.12,6.8,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-261,1997,0.2,25,35,71.4,215,40,20,20,100,0,0,,0,5,0,0,1.5,1,-1.5,5,0,0,0,0,Matches
485,Jurrien Timber,nl NED,DF,Arsenal,23-249,2001,20.5,41.3,48.7,84.8,596.8,176.1,23.6,26,91,16,18.8,84.9,0.98,1.95,50,0.05,0.03,0.05,0.01,0.68,3.51,0.54,0.1,4.88,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-053,1999,9.6,42.9,48.4,88.6,803.9,281,13.3,14.4,92.8,26.6,27.8,95.5,2.81,5.31,52.9,0,0,0,0,0.21,1.56,0,0,1.77,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-186,1995,0.5,50,68,73.5,676,384,36,40,90,14,18,77.8,0,6,0,0,0,0,0,0,2,0,0,4,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-108,1998,0.1,30,40,75,420,100,10,10,100,20,20,100,0,10,0,0,0,0,0,0,0,0,0,10,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-289,2000,17.2,42.4,51.1,83,651.5,172.9,24.2,26.8,90.5,14.5,17.1,84.7,2.44,4.36,56,0.06,0.03,0.06,0.02,0.52,3.72,0.76,0.12,4.36,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-036,1997,17.2,54.4,61.7,88.1,941.3,359.7,23.6,25.1,94.2,27,29,93,3.2,6.4,50,0,0,0.02,0,0.06,5.23,0.41,0,4.07,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-354,1993,1.5,24.7,38,64.9,417.3,199.3,11.3,12,94.4,12,16.7,72,1.33,6.67,20,0,0.27,0.13,-0.27,2,2,1.33,1.33,1.33,Matches
492,Adama Traore,es ESP,FW,Fulham,29-027,1996,13.6,22.3,31.3,71.3,343.9,85.7,12.6,15.7,80.4,6.99,9.93,70.4,1.62,2.79,57.9,0.29,0.27,0.26,0.02,2.21,1.84,1.69,0.96,3.46,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-279,1999,5,20,28.4,70.4,693.8,538.4,1.2,1.2,100,10.2,10.6,96.2,8.6,16.6,51.8,0,0,0,0,0,0.6,0,0,0,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-346,2003,0,4,7,57.1,73,23,1,2,50,3,3,100,0,0,,0,0,0,0,0,1,0,0,0,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-155,1990,6.5,77.2,92.9,83.1,1276.9,405.4,39.8,42.2,94.5,30.8,35.2,87.3,5.38,12.2,44.3,0,0.05,0.08,-0.05,0.92,4.77,0.77,0.15,6.31,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-079,1994,17.1,23.1,32,72.1,396.5,118.1,11.8,14.2,83.1,8.48,11.6,73.2,2.22,3.68,60.3,0.29,0.26,0.15,0.03,1.46,1.58,1.99,0.53,3.8,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-285,1996,4.1,63.9,74.9,85.3,1046.8,386.8,32.4,33.7,96.4,24.4,27.3,89.3,4.88,10.5,46.5,0.24,0.24,0.24,0,1.46,6.1,0.98,0,9.76,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-099,1997,11.3,35,41.5,84.2,529.4,209.3,19.3,21.4,90.1,13.5,15.9,84.4,1.5,2.48,60.7,0,0.02,0.01,-0.02,0.27,3.1,0.09,0,2.74,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-085,2002,15.9,47.9,54.6,87.8,683.6,223.1,27.4,29.7,92.2,17.9,19.8,90.5,1.01,1.32,76.2,0.06,0.08,0.07,-0.02,0.82,4.4,0.31,0.06,6.1,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-316,2001,12,40.6,45.4,89.4,689.6,144.2,19.3,21.3,90.2,16.8,17.5,96.2,3.75,4.83,77.6,0,0.04,0.04,-0.04,0.5,3.25,0.25,0.08,3.17,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-332,2004,8.8,35.9,42,85.4,539.1,120.7,17.8,19.5,91.3,15.9,17,93.3,0.68,1.93,35.3,0.11,0.08,0.05,0.03,0.91,3.98,0.57,0.11,3.98,Matches
502,Enes Unal,tr TUR,"FW,MF",Bournemouth,27-287,1997,3.8,16.6,26.1,63.6,180.3,50.5,10.5,13.7,76.9,4.47,7.37,60.7,0,0.26,0,0.26,0.11,0.08,0.16,1.05,1.05,1.05,0,3.16,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-228,1991,26,71.2,78,91.3,1272.5,512.9,30.2,31.5,95.7,35.1,36.8,95.4,5.27,8.19,64.3,0.04,0.02,0.03,0.02,0.35,6.85,0.12,0,4.42,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-041,1987,20.7,8.26,12.4,66.5,116.1,13.8,4.73,6.23,76,2.51,3.38,74.3,0.48,0.68,71.4,0.14,0.12,0.1,0.02,0.68,0.34,0.39,0.05,0.82,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-207,2003,2,59,69.5,84.9,1085.5,217.5,22.5,25.5,88.2,27.5,30.5,90.2,6.5,10.5,61.9,0,0,0.1,0,0,3,0.5,0,3.5,Matches
506,Joel Veltman,nl NED,DF,Brighton,33-037,1992,18.3,39.1,48.9,80,660.2,172.5,19.3,21.5,89.8,15.9,19.7,80.6,3.39,5.36,63.3,0,0.03,0.07,-0.03,0.33,3.33,0.44,0.27,4.32,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-308,2001,8.8,66.9,73.3,91.3,1253.4,376.9,20.5,22.3,91.8,41.9,43.5,96.3,3.98,6.02,66,0.23,0.14,0.08,0.09,0.23,4.66,0.11,0,4.89,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-187,2002,23,29.7,37.7,78.8,695.3,474.3,9,9.09,99,13.6,13.9,97.8,7,14.4,48.5,0.04,0,0,0.04,0.04,0.43,0.04,0,0.09,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-202,1992,14,56.6,62.5,90.6,955.8,373.6,25.8,27.3,94.5,26.9,28.9,93.3,3.29,5.29,62.2,0,0.01,0.01,-0.01,0.14,2.36,0.07,0,1.86,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-137,1996,13,34.4,37.5,91.6,647.8,383.4,11.2,11.2,99.3,19.5,19.8,98.4,3.31,6,55.1,0,0,0,0,0,0.08,0,0,0.08,Matches
511,Carlos Vinicius,br BRA,MF,Fulham,29-333,1995,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-269,1990,10.8,67,76.5,87.7,1104.4,362.8,34,35.9,94.6,28.2,30.9,91.3,3.89,7.59,51.2,0,0.04,0.12,-0.04,0.65,5.83,0.65,0.37,5.93,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-314,1997,22.8,48.9,55.5,88.2,740.4,208.6,26.7,28.6,93.3,19.6,21.8,90,1.71,2.68,63.9,0.09,0.11,0.09,-0.02,0.88,3.46,1.01,0.09,4.3,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-104,1995,6,25.3,37.7,67.3,695,496,6.83,6.83,100,11.5,11.8,97.2,7,19,36.8,0,0,0,0,0.17,0.17,0,0,0,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-087,1997,23,39.9,49.8,80,571,208,25.5,28.7,88.9,12.2,15.1,80.5,1.52,3.13,48.6,0.04,0.06,0.07,-0.02,0.91,3.04,0.91,0.39,4,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-244,1993,1.5,27.3,35.3,77.4,774.7,632.7,4,4,100,13.3,13.3,100,10,18,55.6,0,0,0,0,0,1.33,0,0,0,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-112,1994,0.7,71.4,91.4,78.1,1148.6,287.1,31.4,35.7,88,28.6,30,95.2,5.71,18.6,30.8,0,0.14,0.29,-0.14,1.43,7.14,0,0,10,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-112,1994,4.4,33,41.4,79.7,521.8,174.5,18.6,20,93.2,12,13.9,86.9,1.82,5.23,34.8,0.23,0.25,0.18,-0.02,0.91,3.64,0.45,0,3.64,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-053,1995,20.2,10.8,14.3,75.8,133.4,21.8,6.78,8.47,80.1,2.87,3.37,85.3,0.3,0.45,66.7,0.25,0.12,0.07,0.12,0.94,0.45,0.35,0,0.89,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-048,1995,2.9,71.7,82.1,87.4,1383.1,587.6,25.2,26.6,94.8,37.9,40.3,94,7.24,12.8,56.8,0,0,0.03,0,0,5.86,0,0,7.59,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-087,1990,16,17,20.4,83.2,202.4,41.4,10.8,12.6,85.6,3.94,4.5,87.5,0.44,0.44,100,0.25,0.06,0.06,0.19,0.94,0.75,0.56,0,2,Matches
522,Welington,br BRA,DF,Southampton,24-002,2001,1.4,25,31.4,79.5,446.4,167.1,6.43,10,64.3,13.6,15.7,86.4,2.14,2.14,100,0,0,0.07,0,1.43,1.43,3.57,2.86,2.14,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-352,1996,5.6,27.7,41.6,66.5,415.5,104.5,14.1,17.1,82.3,10.5,15,70.2,1.25,3.21,38.9,0.54,0.45,0.27,0.09,1.79,0.54,2.68,0.36,5.18,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-264,2004,7.4,42.8,54.7,78.3,805.8,283.6,16.1,18.8,85.6,20.8,24.6,84.6,5.27,8.65,60.9,0,0.09,0.09,-0.09,1.35,5.95,1.62,0.27,9.46,Matches
525,Ben White,eng ENG,DF,Arsenal,27-136,1997,7.7,38.2,45.7,83.5,627.3,215.5,19.5,21.3,91.5,16,18.4,86.6,1.82,4.16,43.8,0.13,0.05,0.05,0.08,0.39,3.51,0.78,0.13,3.9,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-097,1999,5.2,55.4,64.2,86.2,922.1,256,25.2,27.3,92.3,24.4,27.5,88.8,4.04,5.38,75,0.19,0.12,0.04,0.08,0.96,5.58,0.19,0,6.54,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-314,2001,15.8,26.6,35.3,75.4,403.2,170.3,15.9,17.7,90,8.35,11.8,71,1.46,3.29,44.2,0.06,0.04,0.03,0.03,0.44,2.03,0.76,0.25,2.85,Matches
528,Willian,br BRA,MF,Fulham,36-196,1988,0,7,7,100,111,13,6,6,100,0,0,,1,1,100,0,0.2,0.1,-0.2,1,0,0,0,0,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-185,1999,7.4,24.7,30.4,81.3,354.1,76.4,15.3,17.3,88.3,8.38,10,83.8,0.81,1.76,46.2,0.14,0.2,0.09,-0.07,2.16,2.16,0.68,0,3.78,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-360,1992,0.9,8.89,11.1,80,95.6,0,4.44,4.44,100,2.22,2.22,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-336,1997,9.3,26.8,36,74.3,448.2,119.6,13.8,16.1,85.3,10.3,12.8,80.7,2.26,5.48,41.2,0.11,0.11,0.1,0,1.83,2.26,1.18,0,4.52,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-019,1996,16.2,51.3,58.9,87.1,801.2,291.5,26.5,28.8,92.3,20.4,22.3,91.4,2.65,4.51,58.9,0.12,0.07,0.09,0.05,0.93,6.05,0.43,0.31,5.68,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-170,2004,0.1,10,20,50,210,160,0,10,0,10,10,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-171,1996,19.4,15.4,19.9,77.5,224.8,51.3,9.33,11,84.6,4.54,5.82,77.9,0.93,1.55,60,0.1,0.07,0.05,0.04,0.77,1.55,0.26,0.05,2.06,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-076,1991,22.3,10,15.4,65.1,134.3,29.4,6.37,8.97,71,2.38,3.77,63.1,0.54,0.76,70.6,0.09,0.07,0.02,0.02,0.54,0.49,0.27,0.04,1.17,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-266,2002,6.9,52.6,56.7,92.8,890.4,216.5,22.2,23.5,94.4,27.5,28.6,96.4,2.32,3.33,69.6,0,0,0,0,0.14,1.59,0,0,2.46,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-123,1998,8.7,37.1,42.1,88.3,667.4,236.2,15.2,15.7,96.4,18.9,20,94.3,2.76,5.4,51.1,0,0,0,0,0,2.41,0,0,1.49,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-357,2004,7.1,40.3,48.6,82.9,658.5,154.4,21.5,25.6,84.1,14.2,16.9,84.2,3.38,3.8,88.9,0,0.03,0.06,-0.03,0.56,4.37,0.7,0.28,3.94,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-092,1997,16.2,29.9,35.8,83.4,425,86.1,16.7,18.8,88.8,10,11.3,88.5,1.3,2.16,60,0,0.04,0.02,-0.04,0.74,2.22,0.19,0,2.28,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-100,2005,6.1,52.8,57,92.5,869.2,286.4,24.8,25.7,96.2,24.9,26.1,95.6,2.62,4.1,64,0,0,0,0,0,2.95,0,0,3.77,Matches
541,Ashley Young,eng ENG,DF,Everton,39-227,1985,16.7,34.8,48.9,71.1,637.5,289.3,16.8,19,88.3,13.5,17.4,77.3,4.19,10.4,40.5,0.18,0.08,0.09,0.1,1.08,4.07,0.96,0.42,4.79,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-173,2002,25,39.2,48.3,81.1,842,321.7,10.3,11.4,90.2,22.9,25.3,90.5,5.68,10.7,53.2,0,0.02,0.02,-0.02,0.4,4.04,0.2,0,3.68,Matches
543,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-068,1996,2.7,62.6,77.4,80.9,987,242.2,35.2,38.5,91.3,23.7,28.9,82.1,2.59,6.3,41.2,0,0,0.04,0,0.37,4.81,0.37,0,7.04,Matches
544,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-275,2001,10.8,19.4,26.9,71.8,241.1,64,13.1,16.3,80.1,4.07,5.28,77.2,0.56,1.2,46.2,0.09,0.14,0.09,-0.05,1.11,1.85,0.46,0,2.96,Matches
545,Martin Odegaard,no NOR,MF,Arsenal,26-066,1998,15.3,45.8,55.1,83.2,700.5,217.4,25.6,27.8,91.8,16.5,19,87.2,2.48,4.84,51.4,0.2,0.18,0.26,0.02,2.22,5.29,3.33,0.33,10.1,Matches
