Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,01-Mar,CPA,Mis,Dis,Rec,PrgR,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-225,1996,1.5,40.7,3.33,8.67,20,12,1.33,40.7,1.33,0.67,50,0.67,50,22.7,96,36,0.67,0,0,0.67,3.33,30.7,3.33,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-064,2000,6,40.2,29.8,39.3,1,0,0,40.2,0,0,,0,,21.7,98.7,66,0,0,0,0.17,0,21.8,0,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-269,1994,6.1,72.5,6.56,23.3,38.4,11.1,0.66,72.5,0.33,0.33,100,0,0,47.9,351.8,193.9,1.64,2.3,0,0.33,0,54.6,0.33,Matches
468,Jorgen Strand Larsen,no NOR,FW,Wolves,25-015,2000,20.4,23.3,1.32,3.19,11.2,8.92,3.48,23.3,0.49,0.2,40,0.29,60,10.5,37.8,13.7,0.44,0.34,0.29,2.79,1.03,16.5,3.09,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-238,2000,13.5,64.2,4.15,19.3,25.5,19.6,1.63,64.2,1.04,0.59,57.1,0.37,35.7,33.6,161.3,87.9,2,1.04,0.44,1.11,0.22,42.9,4.37,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-006,2002,4.3,46.3,1.63,6.98,14.7,25.3,4.88,46.3,6.51,2.56,39.3,3.49,53.6,30.2,223,109.3,3.95,2.33,2.33,3.49,2.33,33.5,7.44,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-114,2001,8.7,42.8,1.03,5.4,16.9,20.8,4.37,42.8,4.48,1.49,33.3,2.07,46.2,23.8,168.2,87.6,3.33,1.72,1.49,2.3,1.84,29.8,8.16,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-150,1995,10.9,28.2,1.47,7.25,10.8,10.6,3.03,28.2,1.1,0.37,33.3,0.55,50,15.9,90.5,36.6,1.47,0.73,0.64,2.2,1.56,17.2,4.22,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-119,2000,19.2,58.9,0.73,7.19,28.6,23.9,4.11,58.9,1.51,0.78,51.7,0.63,41.4,31.7,168,93.3,3.07,1.93,0.89,1.51,0.73,40.5,5,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-156,1995,0.1,80,0,10,40,30,0,80,0,0,,0,,20,50,10,0,0,0,0,0,50,0,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-094,1992,24.9,52.7,11.2,30.1,19.6,3.29,1.69,52.7,0.28,0.2,71.4,0.08,28.6,21.3,98.8,52,0.16,0.28,0,0.4,0.28,28,0.12,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-336,1999,13.3,53.2,0.9,5.71,20.2,28.3,2.63,53.2,2.71,1.05,38.9,1.58,58.3,30,185.6,84.1,2.26,2.03,0.38,1.73,2.71,33.8,6.39,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-156,1993,3,73,7,31,30.3,12,0.33,73,0.67,0.67,100,0,0,30.3,128.7,51.7,1,1,0,0.33,0.33,44.3,2,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-243,1998,4.7,63.6,4.26,18.5,34,12.6,0.85,63.6,1.06,0.43,40,0.43,40,33.2,194.7,115.5,1.7,1.7,0.21,0.64,1.06,43.2,2.77,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-300,2005,1,41,0,2,9,30,9,41,5,1,20,3,60,30,142,53,2,4,0,3,3,30,6,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-135,1995,14,62.8,3.43,19.4,27.3,16.6,1.86,62.8,1.14,0.5,43.8,0.29,25,32.8,163.4,79.6,2.36,1.21,0.5,1.14,0.71,36.5,2.79,Matches
481,Thiago,br BRA,FW,Brentford,23-240,2001,1.5,37.3,4,7.33,15.3,15.3,1.33,37.3,2,1.33,66.7,0.67,33.3,22.7,79.3,28,2,1.33,0.67,3.33,0.67,23.3,2.67,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-256,2001,2,65,3,29,25.5,10.5,2,65,0,0,,0,,30.5,79.5,39.5,0.5,0,0.5,0.5,0,33,2.5,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-290,1997,24.7,70.6,2.67,14.2,40.2,17,1.05,70.6,1.9,1.05,55.3,0.57,29.8,38.6,163.6,74.2,1.13,0.77,0.28,1.09,0.81,49.5,1.17,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-261,1997,0.2,45,0,0,20,25,5,45,0,0,,0,,10,110,90,5,0,5,0,0,25,5,Matches
485,Jurrien Timber,nl NED,DF,Arsenal,23-249,2001,20.5,59,2.2,11.4,30.4,17.5,2.2,59,2,0.88,43.9,0.93,46.3,31.3,134.3,68.1,1.61,0.88,0.24,1.12,0.93,36.1,3.22,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-053,1999,9.6,59.5,10.7,35.3,23.1,1.56,0.63,59.5,1.04,0.63,60,0.42,40,34.1,154.6,81.8,0.31,0.31,0,0.42,0.63,39.1,0.1,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-186,1995,0.5,88,6,26,20,42,4,88,0,0,,0,,20,42,22,0,0,0,0,0,36,8,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-108,1998,0.1,70,10,40,10,20,10,70,0,0,,0,,10,70,50,0,0,0,0,0,20,0,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-289,2000,17.2,60.6,1.92,14,34.4,13.3,1.63,60.6,1.1,0.52,47.4,0.41,36.8,34.4,184.5,78.4,1.34,1.57,0.17,1.05,1.16,42.7,1.98,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-036,1997,17.2,67.7,10.2,31.5,32.3,4.3,0.76,67.7,0.81,0.76,92.9,0.06,7.1,42.7,286.9,191.5,1.8,1.1,0,0.17,0.17,48.6,0.23,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-354,1993,1.5,55.3,10.7,27.3,18,10.7,0.67,55.3,0,0,,0,,20,80.7,47.3,0.67,0.67,0,1.33,1.33,28,2.67,Matches
492,Adama Traore,es ESP,FW,Fulham,29-027,1996,13.6,41.8,0.07,4.04,14.3,24.6,5.59,41.8,4.78,2.5,52.3,1.62,33.8,29,243.6,139.7,5.51,2.35,2.28,1.76,0.88,32.5,8.38,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-279,1999,5,32.4,28.8,31.8,0.6,0,0,32.4,0,0,,0,,17,85.2,37.6,0,0,0,0,0,13.6,0,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-346,2003,0,7,1,2,4,1,0,7,0,0,,0,,4,7,2,0,0,0,0,0,4,1,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-155,1990,6.5,100.2,3.23,30.8,43.5,26.5,0.77,100.2,0.31,0.15,50,0.15,50,49.5,167.5,91.7,1.54,0.31,0.46,0.62,0.62,65.1,4.31,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-079,1994,17.1,43.2,0.76,5.67,12.8,25.6,5.03,43.2,3.22,1.4,43.6,1.52,47.3,27.6,178.1,80.1,3.1,2.05,1.05,1.87,1.87,31.6,7.72,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-285,1996,4.1,85.9,5.12,22.9,38,25.1,0.73,85.9,0.49,0.49,100,0,0,38.5,176.8,112.4,2.2,0.98,0.24,0.73,0.49,52,3.9,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-099,1997,11.3,50.2,4.69,20.7,22.8,6.99,0.53,50.2,0.53,0.27,50,0.27,50,21.9,93.8,39.6,0.35,0.53,0.09,0.71,0.09,27.2,0.44,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-085,2002,15.9,66.5,2.64,17,29.4,20.8,2.58,66.5,1.57,0.63,40,0.75,48,36.2,198.5,112.5,2.45,1.82,0.5,1.51,1.01,40,4.97,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-316,2001,12,58.7,2.83,17.3,33.6,8.58,0.58,58.7,1.33,0.67,50,0.42,31.3,32.6,139.4,58.1,0.58,0.67,0,1.75,1.33,36.1,0.83,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-332,2004,8.8,53,2.95,10.9,31.6,10.9,1.36,53,1.82,1.36,75,0.34,18.8,27.7,156.4,72.4,1.93,0.91,0.57,0.45,0.91,35.8,1.48,Matches
502,Enes Unal,tr TUR,"FW,MF",Bournemouth,27-287,1997,3.8,45.3,1.58,3.68,16.6,25,6.84,45.3,3.16,0.26,8.3,2.63,83.3,23.9,68.7,25,1.05,0.79,0.26,4.47,3.42,35,5.79,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-228,1991,26,87.7,11.8,35.6,47.9,4.46,1.38,87.7,0.19,0.12,60,0.08,40,50,239.9,129.5,0.46,0.58,0.08,0.15,0.08,60.4,0.19,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-041,1987,20.7,19.2,0.97,1.88,8.45,9.08,4.01,19.1,0.87,0.34,38.9,0.48,55.6,9.08,44.9,21.8,1.01,0.39,0.53,1.11,0.43,12.4,3.72,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-207,2003,2,83.5,1,30.5,41,13.5,1.5,83.5,2.5,1.5,60,1,40,42.5,207,70.5,2,2.5,0.5,0.5,0,55,1.5,Matches
506,Joel Veltman,nl NED,DF,Brighton,33-037,1992,18.3,59.9,3.5,17.9,29.5,13.1,0.55,59.9,0.82,0.22,26.7,0.27,33.3,28.6,151.9,77.3,1.58,1.2,0.16,1.04,0.38,32.7,1.75,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-308,2001,8.8,81.4,8.98,42.4,36.3,3.64,0.91,81.4,0.68,0.45,66.7,0.23,33.3,57.3,267.8,128.3,0.91,1.14,0.11,0.45,0.45,59.1,0.11,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-187,2002,23,40.1,32.7,39.7,0.43,0,0,40.1,0.09,0.09,100,0,0,26.7,97.5,48.5,0,0.04,0.04,0.09,0,25.6,0,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-202,1992,14,71.1,12.9,37.7,31.8,1.93,0.64,71.1,0.29,0.29,100,0,0,43.6,186.4,92.6,0.14,0.21,0,0.14,0,49.6,0.14,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-137,1996,13,39.9,25.8,39.2,0.77,0,0,39.9,0.08,0.08,100,0,0,29,138.2,74.8,0,0,0,0,0,26.2,0,Matches
511,Carlos Vinicius,br BRA,MF,Fulham,29-333,1995,0,3,0,0,1,2,2,3,1,1,100,0,0,3,10,9,1,0,1,0,0,2,1,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-269,1990,10.8,82.6,2.41,18.2,43.8,21.1,0.46,82.6,0.56,0.28,50,0.19,33.3,46.2,211.5,102.4,1.11,1.2,0,0.83,0.19,58.3,1.02,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-314,1997,22.8,65.9,5.18,20.3,28.3,17.7,2.02,65.9,2.76,1.1,39.7,1.27,46,40.4,253.9,139.2,3.77,2.24,0.92,0.92,1.32,46.6,4.34,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-104,1995,6,40.3,37.3,40.2,0.17,0,0,40.3,0,0,,0,,20.3,95.3,50.8,0,0,0,0,0,19.5,0,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-087,1997,23,61.6,4.52,19.6,26.4,16.7,1.35,61.6,3.09,1.61,52.1,1.09,35.2,29,191.1,109.2,3.09,1.78,0.35,0.83,0.7,35.4,4.22,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-244,1993,1.5,36.7,26.7,36.7,0,0,0,36.7,0.67,0,0,0.67,100,29.3,117.3,71.3,0,0,0,0,0,23.3,0,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-112,1994,0.7,97.1,1.43,15.7,55.7,25.7,0,97.1,0,0,,0,,45.7,224.3,117.1,4.29,4.29,0,0,0,57.1,0,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-112,1994,4.4,46.6,2.95,11.1,26.1,10.2,0.23,46.6,0,0,,0,,20.9,92.5,38.6,0.23,0.68,0,0.68,0.68,26.1,0.68,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-053,1995,20.2,23.9,0.59,1.49,8.76,14,6.19,23.8,1.63,0.35,21.2,1.14,69.7,14.7,75.5,36.2,1.78,0.79,1.24,1.78,1.83,19.2,5.69,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-048,1995,2.9,93.4,12.1,46.2,44.1,3.45,1.03,93.4,0.69,0.34,50,0.34,50,61,335.9,181,0.69,0.69,0,0.69,0,65.9,0.69,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-087,1990,16,30.3,0.56,2.38,14.1,14.1,4.06,30.3,1.56,0.56,36,0.88,56,17.5,84.5,35.6,0.94,1.13,0.31,2,1.31,22.3,3.44,Matches
522,Welington,br BRA,DF,Southampton,24-002,2001,1.4,49.3,4.29,19.3,14.3,17.9,1.43,49.3,2.14,2.14,100,0,0,14.3,81.4,52.1,0.71,1.43,0.71,3.57,0,18.6,3.57,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-352,1996,5.6,52.5,1.43,4.11,13.9,35.7,5.89,52.5,3.39,1.79,52.6,1.43,42.1,37.7,312.5,187.5,7.5,4.29,3.21,2.5,1.07,39.8,15.5,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-264,2004,7.4,65.3,1.89,14.3,34.9,16.5,0.81,65.3,0.95,0.14,14.3,0.81,85.7,33.2,151.8,78.9,1.08,1.49,0.27,0.81,1.49,39.9,0.95,Matches
525,Ben White,eng ENG,DF,Arsenal,27-136,1997,7.7,54.4,4.81,17.8,24.8,12.1,0.91,54.4,0.26,0,0,0.13,50,25.1,87.3,43.1,0.52,0.91,0.13,0.91,0.39,31.8,1.95,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-097,1999,5.2,79,4.42,18.7,47.5,14,1.73,79,1.73,0.77,44.4,0.96,55.6,45.6,199,83.3,0.96,1.15,0,1.35,1.35,51.9,1.54,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-314,2001,15.8,51.1,5.7,19.6,17.7,14.5,1.58,51.1,1.9,0.7,36.7,0.82,43.3,21.9,132.7,66.7,2.47,1.08,0.7,0.82,0.63,24.1,3.35,Matches
528,Willian,br BRA,MF,Fulham,36-196,1988,0,7,0,0,0,7,2,7,0,0,,0,,7,20,11,1,2,1,0,0,7,0,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-185,1999,7.4,45.1,1.08,6.22,19.1,20.4,4.05,45.1,2.84,1.08,38.1,1.35,47.6,28.4,166.5,75.9,2.7,2.03,1.08,3.51,2.3,32.4,7.03,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-360,1992,0.9,20,0,0,13.3,6.67,3.33,20,2.22,0,0,1.11,50,13.3,46.7,7.78,0,0,0,1.11,5.56,10,3.33,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-336,1997,9.3,46.9,0.75,6.24,17.2,24.3,4.73,46.9,2.47,0.97,39.1,0.97,39.1,28.3,148,65.6,1.72,1.83,0.86,1.4,0.43,31.7,7.63,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-019,1996,16.2,65.2,2.84,16,41.5,8.64,0.06,65.2,0.62,0.12,20,0.43,70,39.4,182.5,82.7,0.93,0.74,0,0.74,0.49,46.3,0.62,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-170,2004,0.1,20,0,0,10,10,0,20,0,0,,0,,10,10,0,0,0,0,0,0,10,0,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-171,1996,19.4,30.2,1.03,4.69,12.7,13.5,4.85,30.2,1.55,0.46,30,0.77,50,18.3,113.2,55.2,1.96,0.82,0.98,2.32,0.98,21.6,4.95,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-076,1991,22.3,23.6,1.03,2.51,11.5,9.64,3.05,23.5,0.45,0.18,40,0.22,50,12,44,17.6,0.58,0.36,0.22,2.33,0.67,18.1,2.83,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-266,2002,6.9,66.2,7.83,31.7,30.7,3.91,0.29,66.2,0.72,0.43,60,0.14,20,36.7,166.7,65.8,0.29,0.87,0,0.58,0.14,49.1,0,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-123,1998,8.7,52,12.4,31.3,19.7,1.03,0.34,52,0,0,,0,,27.5,136.6,70.8,0.46,0.34,0,0.23,0,32.6,0,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-357,2004,7.1,64.8,5.07,19.4,31.1,15.5,1.55,64.8,2.39,1.27,52.9,0.85,35.3,33.1,193.2,68.3,1.55,1.55,0.28,1.83,1.69,38.6,4.93,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-092,1997,16.2,48.8,3.46,12.5,23.5,13.2,1.91,48.8,0.93,0.43,46.7,0.31,33.3,20.4,94.4,40.1,0.74,0.86,0.06,1.11,1.05,26,0.68,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-100,2005,6.1,67,5.74,31.5,31.6,4.1,1.48,67,0,0,,0,,45.1,184.3,79.7,0.49,0.16,0,0.16,0,49,0.33,Matches
541,Ashley Young,eng ENG,DF,Everton,39-227,1985,16.7,58.1,2.87,18.1,24.7,15.6,0.36,58.1,0.72,0.24,33.3,0.36,50,22.8,118.9,69.6,1.08,1.44,0.06,0.36,0.06,29.3,1.2,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-173,2002,25,58.8,7.24,28.2,29.4,1.92,0.4,58.8,0.28,0.16,57.1,0.08,28.6,36.4,231.6,135,0.72,0.52,0,0.52,0.12,36.3,0.12,Matches
543,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-068,1996,2.7,83.7,2.96,19.3,46.7,18.1,3.33,83.7,0.37,0.37,100,0,0,46.7,245.9,104.4,1.85,1.11,0.74,0.74,0.74,53.3,2.22,Matches
544,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-275,2001,10.8,38.1,1.02,4.26,19.3,14.8,3.98,38.1,2.13,0.74,34.8,1.39,65.2,21,87.8,31.6,0.65,0.93,0.28,2.22,2.13,27.4,4.44,Matches
545,Martin Odegaard,no NOR,MF,Arsenal,26-066,1998,15.3,62.1,0.33,4.38,26.7,31.6,4.38,62,2.29,1.11,48.6,1.11,48.6,43.1,258,130.7,2.88,2.68,0.98,1.24,2.09,49.3,5.69,Matches
